Frame Index,Min,Median,Max,NegCount,ZeroCount,PosCount,Dominant Event,Cumsum,EXP
273,-0.14814815,-0.0462963,0.0,8251,965,0,-0.0462963,-1.4722222759999974,0.7268928313901456
274,-0.14814816,-0.0462963,0.0,8320,896,0,-0.0462963,-1.5185185759999973,0.719115851167634
275,-0.16666666,-0.0462963,0.0,8304,912,0,-0.0462963,-1.5648148759999971,0.7113850798449504
276,-0.15740742,-0.0462963,0.0,8263,953,0,-0.0462963,-1.611111175999997,0.7037002428602
277,-0.16666669,-0.0462963,0.0,8249,967,0,-0.0462963,-1.6574074759999968,0.6960610672828682
278,-0.15740742,-0.0462963,0.0,8287,929,0,-0.0462963,-1.7037037759999967,0.6884672818041246
279,-0.17592593,-0.05555556,0.0,8361,855,0,-0.05555556,-1.7592593359999968,0.6794142745396256
280,-0.21296296,-0.05555556,0.0,8433,783,0,-0.05555556,-1.814814895999997,0.6704257777464748
281,-0.1851852,-0.05555556,0.0,8382,834,0,-0.05555556,-1.8703704559999972,0.6615013317320211
282,-0.2037037,-0.06481481,0.0,8404,812,0,-0.06481481,-1.9351852659999969,0.6511698239762809
283,-0.2037037,-0.06481482,0.0,8313,903,0,-0.06481482,-2.0000000859999965,0.6409241545640749
284,-0.21296296,-0.06481482,0.0,8377,839,0,-0.06481482,-2.064814905999996,0.6307636118899154
285,-0.22222224,-0.07407408,0.0,8370,846,0,-0.07407408,-2.138888985999996,0.6192548929126372
286,-0.2037037,-0.074074075,0.0,8373,843,0,-0.074074075,-2.2129630609999964,0.607855390672999
287,-0.23148146,-0.07407408,0.0,8429,787,0,-0.07407408,-2.2870371409999963,0.5965640671893616
288,-0.19444443,-0.074074075,0.0,8494,722,0,-0.074074075,-2.3611112159999967,0.5853798973791221
289,-0.18518518,-0.074074075,0.0,8501,715,0,-0.074074075,-2.435185290999997,0.5743018636119432
290,-0.18518518,-0.06481482,0.0,8463,753,0,-0.06481482,-2.5000001109999967,0.5646948561029123
291,-0.19444446,-0.06481482,0.0,8418,798,0,-0.06481482,-2.5648149309999964,0.5551676689724949
292,-0.17592593,-0.05555556,0.0,8535,681,0,-0.05555556,-2.6203704909999965,0.5470645362196457
293,-0.17592593,-0.05555556,0.0,8505,711,0,-0.05555556,-2.6759260509999967,0.5390191452644127
294,-0.17592593,-0.05555556,0.0,8528,688,0,-0.05555556,-2.731481610999997,0.5310310846467725
295,-0.16666667,-0.05555556,0.0,8481,735,0,-0.05555556,-2.787037170999997,0.5230999458387089
296,-0.16666669,-0.05555556,0.0,8607,609,0,-0.05555556,-2.842592730999997,0.5152253232233187
297,-0.17592593,-0.05555556,0.0,8671,545,0,-0.05555556,-2.8981482909999974,0.5074068140740697
298,-0.17592596,-0.06481482,0.0,8706,510,0,-0.06481482,-2.962963110999997,0.49835560796068334
299,-0.2037037,-0.06481481,0.0,8734,482,0,-0.06481481,-3.0277779209999967,0.489379605696906
300,-0.1851852,-0.06481482,0.0,8739,477,0,-0.06481482,-3.0925927409999963,0.4804781796889956
301,-0.1851852,-0.06481482,0.0,8739,477,0,-0.06481482,-3.157407560999996,0.4716507116949082
302,-0.23148148,-0.06481482,0.0,8802,414,0,-0.06481482,-3.2222223809999955,0.4628965872302005
303,-0.22222222,-0.06481482,0.0,8804,412,0,-0.06481482,-3.287037200999995,0.4542151969159079
304,-0.1851852,-0.06481482,0.0,8888,328,0,-0.06481482,-3.3518520209999947,0.44560593643612706
305,-0.1851852,-0.074074075,0.0,8875,341,0,-0.074074075,-3.425926095999995,0.43585433595716844
306,-0.20370372,-0.06481482,0.0,8865,351,0,-0.06481482,-3.4907409159999947,0.4273976277546729
307,-0.1851852,-0.06481482,0.0,8916,300,0,-0.06481482,-3.5555557359999943,0.4190111826023427
308,-0.18518518,-0.06481482,0.0,8879,337,0,-0.06481482,-3.620370555999994,0.41069441671555396
309,-0.19444445,-0.06481482,0.0,8898,318,0,-0.06481482,-3.6851853759999935,0.4024467511600912
310,-0.17592593,-0.06481481,0.0,8924,292,0,-0.06481481,-3.750000185999993,0.3942676130685143
311,-0.17592593,-0.05555556,0.0,8917,299,0,-0.05555556,-3.8055557459999934,0.3873110317480333
312,-0.17592594,-0.05555556,0.0,8953,263,0,-0.05555556,-3.8611113059999935,0.38040402205903834
313,-0.18518518,-0.05555556,0.0,8942,274,0,-0.05555556,-3.9166668659999937,0.37354623076097443
314,-0.18518518,-0.05555556,0.0,8937,279,0,-0.05555556,-3.972222425999994,0.3667373071304293
315,-0.17592594,-0.05555556,0.0,8856,360,0,-0.05555556,-4.027777985999994,0.3599769029431971
316,-0.17592594,-0.05555556,0.0,8815,401,0,-0.05555556,-4.083333545999994,0.3532646724564695
317,-0.17592594,-0.05555556,0.0,8803,413,0,-0.05555556,-4.138889105999994,0.3466002723911528
318,-0.17592594,-0.05555556,0.0,8833,383,0,-0.05555556,-4.1944446659999945,0.33998336191431267
319,-0.17592594,-0.05555556,0.0,8757,459,0,-0.05555556,-4.250000225999995,0.3334136026217433
320,-0.15740742,-0.05555556,0.0,8747,469,0,-0.05555556,-4.305555785999995,0.3268906585206596
321,-0.17592593,-0.05555556,0.0,8736,480,0,-0.05555556,-4.361111345999995,0.3204141960125148
322,-0.18518516,-0.05555556,0.0,8771,445,0,-0.05555556,-4.416666905999995,0.31398388387593856
323,-0.16666667,-0.05555556,0.0,8795,421,0,-0.05555556,-4.472222465999995,0.30759939324979835
324,-0.15740742,-0.05555556,0.0,8799,417,0,-0.05555556,-4.527778025999996,0.3012603976163803
325,-0.19444445,-0.05555556,0.0,8750,466,0,-0.05555556,-4.583333585999996,0.2949665727846904
326,-0.18518521,-0.05555556,0.0,8637,579,0,-0.05555556,-4.638889145999996,0.28871759687387416
327,-0.17592594,-0.05555556,0.0,8670,546,0,-0.05555556,-4.694444705999996,0.2825131502967563
328,-0.18518518,-0.055555556,0.0,8629,587,0,-0.055555556,-4.750000261999996,0.27635291618544683
329,-0.19444446,-0.0462963,0.0,8619,597,0,-0.0462963,-4.796296561999996,0.27125293310251136
330,-0.17592594,-0.0462963,0.0,8600,616,0,-0.0462963,-4.842592861999996,0.26618325286215266
331,-0.14814816,-0.0462963,0.0,8532,684,0,-0.0462963,-4.8888891619999955,0.2611436954123477
332,-0.14814816,-0.0462963,0.0,8416,800,0,-0.0462963,-4.935185461999995,0.25613408177089964
333,-0.14814816,-0.0462963,0.0,8367,849,0,-0.0462963,-4.981481761999995,0.2511542340190785
334,-0.1574074,-0.0462963,0.0,8368,848,0,-0.0462963,-5.027778061999995,0.2462039752953039
335,-0.15740742,-0.0462963,0.0,8325,891,0,-0.0462963,-5.074074361999995,0.2412831297888638
336,-0.14814816,-0.0462963,0.0,8266,950,0,-0.0462963,-5.120370661999995,0.23639152273366948
337,-0.13888891,-0.0462963,0.009259259,8088,1126,2,-0.0462963,-5.1666669619999945,0.23152898040204972
338,-0.14814815,-0.037037037,0.009259259,8070,1131,15,-0.037037037,-5.203703998999995,0.22765975736453603
339,-0.13888891,-0.037037037,0.009259259,8010,1191,15,-0.037037037,-5.240741035999995,0.22380893725542028
340,-0.16666667,-0.037037037,0.009259259,8044,1164,8,-0.037037037,-5.277778072999995,0.21997643254607668
341,-0.14814815,-0.0462963,0.0,7979,1237,0,-0.0462963,-5.324074372999995,0.2152114246348159
342,-0.14814815,-0.0462963,0.0,7924,1292,0,-0.0462963,-5.370370672999995,0.2104747292262169
343,-0.14814816,-0.037037037,0.0,7949,1267,0,-0.037037037,-5.407407709999995,0.20670564512437606
344,-0.1388889,-0.037037037,0.009259259,8012,1198,6,-0.037037037,-5.444444746999995,0.2029544876667682
345,-0.14814816,-0.037037037,0.009259259,8117,1093,6,-0.037037037,-5.481481783999995,0.19922117159008662
346,-0.1851852,-0.037037037,0.009259259,8188,1021,7,-0.037037037,-5.518518820999995,0.19550561203655692
347,-0.17592591,-0.037037037,0.009259259,8175,1031,10,-0.037037037,-5.5555558579999955,0.19180772455200806
348,-0.14814815,-0.037037037,0.027777778,8163,1026,27,-0.037037037,-5.592592894999996,0.18812742508395275
349,-0.1388889,-0.037037037,0.027777778,8295,884,37,-0.037037037,-5.629629931999996,0.18446462997967705
350,-0.14814816,-0.037037037,0.018518519,8184,989,43,-0.037037037,-5.666666968999996,0.1808192559843388
351,-0.13888891,-0.037037037,0.037037037,8161,1012,43,-0.037037037,-5.703704005999996,0.17719122023907508
352,-0.14814816,-0.037037037,0.037037037,8206,970,40,-0.037037037,-5.740741042999996,0.17358044027911967
353,-0.1574074,-0.037037037,0.027777778,8314,869,33,-0.037037037,-5.7777780799999965,0.16998683403192744
354,-0.1388889,-0.027777778,0.018518519,8321,876,19,-0.027777778,-5.805555857999996,0.16730285041985576
355,-0.1388889,-0.027777778,0.018518519,8373,806,37,-0.027777778,-5.833333635999996,0.16462844675101007
356,-0.1574074,-0.027777778,0.018518519,8303,852,61,-0.027777778,-5.861111413999996,0.16196358883169726
357,-0.13888888,-0.027777778,0.027777778,8308,842,66,-0.027777778,-5.888889191999996,0.1593082425902715
358,-0.12962964,-0.027777778,0.018518519,8280,873,63,-0.027777778,-5.916666969999996,0.1566623740766992
359,-0.12962964,-0.027777778,0.027777778,8284,869,63,-0.027777778,-5.944444747999996,0.15402594946212456
360,-0.1388889,-0.027777778,0.027777778,8233,929,54,-0.027777778,-5.972222525999996,0.15139893503843682
361,-0.12962964,-0.027777778,0.037037037,8169,976,71,-0.027777778,-6.000000303999996,0.14878129721784006
362,-0.12037037,-0.027777778,0.0462963,8105,1005,106,-0.027777778,-6.027778081999996,0.14617300253242288
363,-0.12037038,-0.027777778,0.027777778,8148,962,106,-0.027777778,-6.055555859999996,0.14357401763373123
364,-0.11111113,-0.027777778,0.018518519,8129,988,99,-0.027777778,-6.083333637999996,0.1409843092923414
365,-0.12962964,-0.027777778,0.018518519,8037,1073,106,-0.027777778,-6.1111114159999955,0.13840384439743586
366,-0.14814816,-0.018518519,0.018518519,7843,1262,111,-0.018518519,-6.129629934999995,0.1366886533871987
367,-0.15740742,-0.018518519,0.027777778,7856,1233,127,-0.018518519,-6.148148453999995,0.13497754616322777
368,-0.12962963,-0.018518519,0.037037037,7690,1335,191,-0.018518519,-6.166666972999995,0.13327051300222637
369,-0.1388889,-0.018518519,0.0462963,7369,1577,270,-0.018518519,-6.185185491999995,0.13156754420404948
370,-0.12037038,-0.018518519,0.037037037,7325,1572,319,-0.018518519,-6.203704010999995,0.12986863009164684
371,-0.1388889,-0.018518519,0.0462963,7250,1643,323,-0.018518519,-6.2222225299999945,0.1281737610110093
372,-0.120370366,-0.018518519,0.027777778,7049,1860,307,-0.018518519,-6.240741048999995,0.12648292733111288
373,-0.11111112,-0.018518519,0.037037037,6836,2036,344,-0.018518519,-6.259259567999995,0.12479611944386543
374,-0.11111112,-0.018518519,0.027777778,6704,2176,336,-0.018518519,-6.277778086999994,0.12311332776405048
375,-0.11111113,-0.018518519,0.027777778,6505,2354,357,-0.018518519,-6.296296605999994,0.12143454272927362
376,-0.101851866,-0.018518519,0.037037037,6309,2559,348,-0.018518519,-6.314815124999994,0.11975975479990819
377,-0.11111113,-0.009259259,0.037037037,6154,2770,292,-0.009259259,-6.324074383999994,0.1189238568199451
378,-0.11111112,-0.018518519,0.037037037,6044,2864,308,-0.018518519,-6.342592902999995,0.11725504671146003
379,-0.11111113,-0.009259259,0.0462963,5883,3045,288,-0.009259259,-6.351852161999994,0.11642213230231879
380,-0.11111113,-0.018518519,0.06481482,5880,3070,266,-0.018518519,-6.370370680999994,0.11475927867807689
381,-0.11111112,-0.009259259,0.0462963,5780,3162,274,-0.009259259,-6.379629939999994,0.11392933719049736
382,-0.08333334,-0.009259259,0.037037037,5620,3262,334,-0.009259259,-6.388889198999994,0.11310038431680741
383,-0.083333336,-0.009259259,0.037037037,5477,3433,306,-0.009259259,-6.398148457999994,0.11227241887938516
384,-0.0925926,-0.009259259,0.0462963,5348,3533,335,-0.009259259,-6.407407716999995,0.11144543970201137
385,-0.10185186,-0.009259259,0.037037037,5062,3788,366,-0.009259259,-6.416666975999994,0.11061944560986775
386,-0.0925926,-0.009259259,0.037037037,5041,3784,391,-0.009259259,-6.425926234999994,0.10979443542953543
387,-0.092592604,-0.009259259,0.037037037,4900,4028,288,-0.009259259,-6.435185493999994,0.10897040798899327
388,-0.0925926,-0.009259259,0.037037037,4825,4142,249,-0.009259259,-6.444444752999994,0.10814736211761672
389,-0.101851866,-0.009259259,0.027777778,4770,4205,241,-0.009259259,-6.453704011999994,0.10732529664617485
390,-0.083333336,-0.009259259,0.027777778,4730,4246,240,-0.009259259,-6.462963270999994,0.10650421040683017
391,-0.0925926,-0.009259259,0.018518519,4516,4514,186,-0.009259259,-6.4722225299999945,0.1056841022331359
392,-0.08333334,-0.009259259,0.027777778,4295,4708,213,-0.009259259,-6.481481788999995,0.10486497096003489
393,-0.08333334,-0.009259259,0.037037037,4217,4801,198,-0.009259259,-6.490741047999994,0.10404681542385785
394,-0.08333334,-0.009259259,0.027777778,4143,4816,257,-0.009259259,-6.500000306999994,0.10322963446232153
395,-0.08333334,-0.009259259,0.027777778,4085,4856,275,-0.009259259,-6.509259565999995,0.1024134269145271
396,-0.11111112,-0.009259259,0.027777778,4013,4967,236,-0.009259259,-6.518518824999994,0.10159819162095879
397,-0.0925926,-0.009259259,0.037037037,3859,5117,240,-0.009259259,-6.527778083999994,0.10078392742348169
398,-0.08333334,-0.009259259,0.037037037,3768,5219,229,-0.009259259,-6.537037342999994,0.09997063316534094
399,-0.07407408,-0.009259259,0.037037037,3805,5205,206,-0.009259259,-6.546296601999995,0.09915830769115913
400,-0.08333334,0.0,0.027777778,3690,5249,277,0.0,-6.546296601999995,0.09915830769115913
401,-0.08333334,-0.009259259,0.037037037,3537,5390,289,-0.009259259,-6.555555860999995,0.09834694984693526
402,-0.07407408,0.0,0.037037037,3394,5486,336,0.0,-6.555555860999995,0.09834694984693526
403,-0.08333334,0.0,0.037037037,3411,5543,262,0.0,-6.555555860999995,0.09834694984693526
404,-0.07407408,0.0,0.0462963,3386,5558,272,0.0,-6.555555860999995,0.09834694984693526
405,-0.07407408,0.0,0.05555556,3307,5692,217,0.0,-6.555555860999995,0.09834694984693526
406,-0.08333334,0.0,0.0462963,3088,5917,211,0.0,-6.555555860999995,0.09834694984693526
407,-0.07407408,0.0,0.055555556,3001,5930,285,0.0,-6.555555860999995,0.09834694984693526
408,-0.07407408,0.0,0.05555556,2936,5906,374,0.0,-6.555555860999995,0.09834694984693526
409,-0.07407408,0.0,0.0462963,2938,5907,371,0.0,-6.555555860999995,0.09834694984693526
410,-0.10185185,0.0,0.06481481,2748,6056,412,0.0,-6.555555860999995,0.09834694984693526
411,-0.0925926,0.0,0.0462963,2696,6152,368,0.0,-6.555555860999995,0.09834694984693526
412,-0.0925926,0.0,0.06481482,2557,6260,399,0.0,-6.555555860999995,0.09834694984693526
413,-0.07407408,0.0,0.037037037,2511,6329,376,0.0,-6.555555860999995,0.09834694984693526
414,-0.074074075,0.0,0.027777778,2372,6523,321,0.0,-6.555555860999995,0.09834694984693526
415,-0.06481482,0.0,0.037037037,2324,6593,299,0.0,-6.555555860999995,0.09834694984693526
416,-0.06481482,0.0,0.037037037,2288,6618,310,0.0,-6.555555860999995,0.09834694984693526
417,-0.05555556,0.0,0.055555556,2109,6778,329,0.0,-6.555555860999995,0.09834694984693526
418,-0.06481481,0.0,0.0462963,1914,6915,387,0.0,-6.555555860999995,0.09834694984693526
419,-0.08333334,0.0,0.037037037,1807,7037,372,0.0,-6.555555860999995,0.09834694984693526
420,-0.06481481,0.0,0.027777778,1639,7263,314,0.0,-6.555555860999995,0.09834694984693526
421,-0.06481482,0.0,0.018518519,1536,7426,254,0.0,-6.555555860999995,0.09834694984693526
422,-0.06481482,0.0,0.027777778,1626,7351,239,0.0,-6.555555860999995,0.09834694984693526
423,-0.05555556,0.0,0.037037037,1485,7432,299,0.0,-6.555555860999995,0.09834694984693526
424,-0.0462963,0.0,0.0462963,1399,7467,350,0.0,-6.555555860999995,0.09834694984693526
425,-0.0462963,0.0,0.0462963,1298,7513,405,0.0,-6.555555860999995,0.09834694984693526
426,-0.0462963,0.0,0.0462963,1285,7569,362,0.0,-6.555555860999995,0.09834694984693526
427,-0.055555556,0.0,0.0462963,1229,7670,317,0.0,-6.555555860999995,0.09834694984693526
428,-0.055555556,0.0,0.037037037,1106,7795,315,0.0,-6.555555860999995,0.09834694984693526
429,-0.0462963,0.0,0.0462963,1076,7878,262,0.0,-6.555555860999995,0.09834694984693526
430,-0.0462963,0.0,0.037037037,927,8014,275,0.0,-6.555555860999995,0.09834694984693526
431,-0.0462963,0.0,0.027777778,822,8092,302,0.0,-6.555555860999995,0.09834694984693526
432,-0.0462963,0.0,0.027777778,711,8212,293,0.0,-6.555555860999995,0.09834694984693526
433,-0.0462963,0.0,0.027777778,692,8266,258,0.0,-6.555555860999995,0.09834694984693526
434,-0.0462963,0.0,0.037037037,626,8281,309,0.0,-6.555555860999995,0.09834694984693526
435,-0.055555556,0.0,0.037037037,637,8308,271,0.0,-6.555555860999995,0.09834694984693526
436,-0.05555556,0.0,0.0462963,564,8368,284,0.0,-6.555555860999995,0.09834694984693526
437,-0.05555556,0.0,0.037037037,610,8341,265,0.0,-6.555555860999995,0.09834694984693526
438,-0.06481481,0.0,0.0462963,472,8452,292,0.0,-6.555555860999995,0.09834694984693526
439,-0.0462963,0.0,0.037037037,408,8525,283,0.0,-6.555555860999995,0.09834694984693526
440,-0.037037037,0.0,0.037037037,367,8603,246,0.0,-6.555555860999995,0.09834694984693526
441,-0.0462963,0.0,0.055555556,351,8657,208,0.0,-6.555555860999995,0.09834694984693526
442,-0.06481482,0.0,0.0462963,350,8675,191,0.0,-6.555555860999995,0.09834694984693526
443,-0.0462963,0.0,0.027777778,315,8700,201,0.0,-6.555555860999995,0.09834694984693526
444,-0.037037037,0.0,0.027777778,209,8829,178,0.0,-6.555555860999995,0.09834694984693526
445,-0.037037037,0.0,0.027777778,151,8932,133,0.0,-6.555555860999995,0.09834694984693526
446,-0.018518519,0.0,0.027777778,106,8992,118,0.0,-6.555555860999995,0.09834694984693526
447,-0.027777778,0.0,0.018518519,96,9054,66,0.0,-6.555555860999995,0.09834694984693526
448,-0.018518519,0.0,0.027777778,84,9070,62,0.0,-6.555555860999995,0.09834694984693526
449,-0.027777778,0.0,0.027777778,56,9141,19,0.0,-6.555555860999995,0.09834694984693526
450,-0.018518519,0.0,0.027777778,32,9165,19,0.0,-6.555555860999995,0.09834694984693526
