Epoch,Batch,Loss
50,1,0.9970703125
50,2,0.9970703125
50,3,0.9951171875
50,4,0.9951171875
50,5,0.9990234375
50,6,0.994140625
50,7,0.998046875
50,8,0.9931640625
50,9,0.9961734414100647
51,0,0.9921875
51,1,0.9970703125
51,2,0.9970703125
51,3,0.99609375
51,4,0.9990234375
51,5,0.9951171875
51,6,0.99609375
51,7,0.9990234375
51,8,0.998046875
51,9,0.9910714030265808
52,0,0.998046875
52,1,0.998046875
52,2,0.998046875
52,3,0.9970703125
52,4,0.9970703125
52,5,0.9912109375
52,6,0.994140625
52,7,0.9970703125
52,8,0.9970703125
52,9,0.9936224222183228
53,0,0.9970703125
53,1,0.9970703125
53,2,0.9970703125
53,3,0.9951171875
53,4,0.99609375
53,5,0.99609375
53,6,0.9951171875
53,7,0.9951171875
53,8,0.9970703125
53,9,0.9961734414100647
54,0,0.994140625
54,1,0.9951171875
54,2,1.0
54,3,0.9951171875
54,4,0.99609375
54,5,0.998046875
54,6,0.994140625
54,7,0.998046875
54,8,0.994140625
54,9,0.9974489808082581
55,0,0.9970703125
55,1,0.9970703125
55,2,0.99609375
55,3,0.998046875
55,4,0.9990234375
55,5,0.9970703125
55,6,0.9951171875
55,7,0.9970703125
55,8,0.9921875
55,9,0.9923469424247742
56,0,0.9951171875
56,1,0.99609375
56,2,0.99609375
56,3,0.998046875
56,4,0.9970703125
56,5,0.9951171875
56,6,0.9921875
56,7,0.998046875
56,8,0.9970703125
56,9,0.9974489808082581
57,0,0.9970703125
57,1,0.998046875
57,2,0.994140625
57,3,0.9990234375
57,4,0.9970703125
57,5,0.9931640625
57,6,0.9970703125
57,7,0.99609375
57,8,0.994140625
57,9,0.9961734414100647
58,0,0.99609375
58,1,0.99609375
58,2,1.0
58,3,0.9951171875
58,4,0.9951171875
58,5,0.9951171875
58,6,0.9990234375
58,7,0.998046875
58,8,0.9931640625
58,9,0.9936224222183228
59,0,0.9990234375
59,1,0.994140625
59,2,0.998046875
59,3,0.9970703125
59,4,0.9990234375
59,5,0.994140625
59,6,0.99609375
59,7,0.9990234375
59,8,0.994140625
59,9,0.9897959232330322
60,0,0.99609375
60,1,0.99609375
60,2,0.998046875
60,3,0.998046875
60,4,0.9970703125
60,5,0.9951171875
60,6,0.994140625
60,7,0.994140625
60,8,0.9970703125
60,9,0.9961734414100647
61,0,0.9970703125
61,1,0.9970703125
61,2,0.9970703125
61,3,0.99609375
61,4,0.9951171875
61,5,0.9951171875
61,6,0.998046875
61,7,0.9931640625
61,8,0.9970703125
61,9,0.9961734414100647
62,0,0.9951171875
62,1,0.9951171875
62,2,0.9970703125
62,3,0.99609375
62,4,0.9990234375
62,5,0.99609375
62,6,0.99609375
62,7,0.99609375
62,8,0.99609375
62,9,0.9948979616165161
63,0,0.9970703125
63,1,0.9970703125
63,2,0.99609375
63,3,0.994140625
63,4,0.9951171875
63,5,0.9951171875
63,6,0.998046875
63,7,0.99609375
63,8,0.9970703125
63,9,0.9961734414100647
64,0,0.998046875
64,1,0.9970703125
64,2,0.99609375
64,3,0.99609375
64,4,0.9970703125
64,5,0.9970703125
64,6,0.9951171875
64,7,0.99609375
64,8,0.9921875
64,9,0.9974489808082581
65,0,0.9951171875
65,1,0.9970703125
65,2,0.9970703125
65,3,0.99609375
65,4,0.9970703125
65,5,0.9970703125
65,6,0.9931640625
65,7,0.998046875
65,8,0.9970703125
65,9,0.9936224222183228
66,0,0.9951171875
66,1,0.9951171875
66,2,0.99609375
66,3,0.998046875
66,4,0.998046875
66,5,0.99609375
66,6,0.998046875
66,7,0.998046875
66,8,0.9951171875
66,9,0.9910714030265808
67,0,0.99609375
67,1,0.9951171875
67,2,0.99609375
67,3,0.9951171875
67,4,0.9951171875
67,5,0.99609375
67,6,0.9970703125
67,7,0.994140625
67,8,0.9990234375
67,9,0.9987244606018066
68,0,0.99609375
68,1,0.9970703125
68,2,0.9921875
68,3,0.9951171875
68,4,0.9970703125
68,5,0.998046875
68,6,0.9951171875
68,7,0.9970703125
68,8,0.99609375
68,9,0.9987244606018066
69,0,0.9921875
69,1,0.9951171875
69,2,0.9990234375
69,3,0.99609375
69,4,0.9951171875
69,5,0.998046875
69,6,0.99609375
69,7,0.9990234375
69,8,0.9931640625
69,9,0.9987244606018066
70,0,0.9990234375
70,1,0.9970703125
70,2,0.99609375
70,3,0.99609375
70,4,0.99609375
70,5,0.9970703125
70,6,0.99609375
70,7,0.994140625
70,8,0.99609375
70,9,0.9936224222183228
71,0,0.9970703125
71,1,0.99609375
71,2,0.99609375
71,3,0.9970703125
71,4,0.9951171875
71,5,0.9951171875
71,6,0.9970703125
71,7,0.9970703125
71,8,0.99609375
71,9,0.9948979616165161
72,0,0.9970703125
72,1,0.99609375
72,2,0.9951171875
72,3,0.9970703125
72,4,0.994140625
72,5,0.99609375
72,6,0.9970703125
72,7,0.9970703125
72,8,0.9970703125
72,9,0.9948979616165161
73,0,0.99609375
73,1,0.9970703125
73,2,0.99609375
73,3,0.9912109375
73,4,0.9970703125
73,5,0.99609375
73,6,0.994140625
73,7,0.998046875
73,8,0.9990234375
73,9,0.9974489808082581
74,0,0.994140625
74,1,0.994140625
74,2,0.998046875
74,3,0.9951171875
74,4,0.994140625
74,5,0.998046875
74,6,0.9970703125
74,7,0.9990234375
74,8,0.9970703125
74,9,0.9948979616165161
75,0,0.9931640625
75,1,0.99609375
75,2,0.9970703125
75,3,0.994140625
75,4,1.0
75,5,0.99609375
75,6,0.99609375
75,7,0.9990234375
75,8,0.9951171875
75,9,0.9948979616165161
76,0,0.994140625
76,1,0.99609375
76,2,0.9990234375
76,3,0.9970703125
76,4,0.9990234375
76,5,0.99609375
76,6,0.9970703125
76,7,0.994140625
76,8,0.9951171875
76,9,0.9936224222183228
77,0,0.9931640625
77,1,0.998046875
77,2,0.994140625
77,3,0.998046875
77,4,0.994140625
77,5,1.0
77,6,0.994140625
77,7,0.994140625
77,8,0.9990234375
77,9,0.9974489808082581
78,0,0.9951171875
78,1,0.994140625
78,2,0.9970703125
78,3,0.9970703125
78,4,0.9970703125
78,5,0.9951171875
78,6,0.99609375
78,7,0.9970703125
78,8,0.99609375
78,9,0.9974489808082581
79,0,0.9990234375
79,1,0.998046875
79,2,0.99609375
79,3,0.9951171875
79,4,0.99609375
79,5,0.99609375
79,6,0.99609375
79,7,0.99609375
79,8,0.9921875
79,9,0.9974489808082581
80,0,0.994140625
80,1,0.9970703125
80,2,0.99609375
80,3,0.998046875
80,4,0.9990234375
80,5,0.9970703125
80,6,0.9931640625
80,7,0.994140625
80,8,0.9990234375
80,9,0.9936224222183228
81,0,1.0
81,1,0.9921875
81,2,0.9951171875
81,3,0.99609375
81,4,0.994140625
81,5,0.9970703125
81,6,0.99609375
81,7,0.998046875
81,8,0.9970703125
81,9,0.9961734414100647
82,0,0.9931640625
82,1,0.9951171875
82,2,0.99609375
82,3,0.998046875
82,4,0.9951171875
82,5,0.9931640625
82,6,0.9990234375
82,7,0.9951171875
82,8,0.9990234375
82,9,0.9987244606018066
83,0,0.99609375
83,1,0.9990234375
83,2,0.99609375
83,3,0.994140625
83,4,0.998046875
83,5,0.9990234375
83,6,0.9951171875
83,7,0.9951171875
83,8,0.9951171875
83,9,0.9936224222183228
84,0,0.994140625
84,1,1.0
84,2,0.9931640625
84,3,0.998046875
84,4,0.998046875
84,5,0.998046875
84,6,0.9931640625
84,7,0.994140625
84,8,0.99609375
84,9,0.9974489808082581
85,0,0.998046875
85,1,0.99609375
85,2,0.9931640625
85,3,0.998046875
85,4,0.9970703125
85,5,0.9970703125
85,6,0.99609375
85,7,0.99609375
85,8,0.9951171875
85,9,0.9948979616165161
86,0,0.9990234375
86,1,0.9931640625
86,2,0.994140625
86,3,0.99609375
86,4,0.9990234375
86,5,0.998046875
86,6,0.99609375
86,7,0.9990234375
86,8,0.9931640625
86,9,0.9936224222183228
87,0,0.998046875
87,1,0.994140625
87,2,0.994140625
87,3,0.998046875
87,4,0.9931640625
87,5,0.9951171875
87,6,0.99609375
87,7,0.99609375
87,8,0.9990234375
87,9,0.9987244606018066
88,0,0.9970703125
88,1,0.9990234375
88,2,0.9970703125
88,3,0.998046875
88,4,0.994140625
88,5,0.99609375
88,6,0.9931640625
88,7,0.9951171875
88,8,0.9931640625
88,9,1.0
89,0,0.9990234375
89,1,0.9951171875
89,2,0.9970703125
89,3,0.9921875
89,4,0.99609375
89,5,0.9951171875
89,6,0.9970703125
89,7,0.998046875
89,8,0.9951171875
89,9,0.9974489808082581
90,0,0.9951171875
90,1,0.9951171875
90,2,0.9951171875
90,3,0.99609375
90,4,0.998046875
90,5,0.99609375
90,6,0.99609375
90,7,0.9970703125
90,8,0.994140625
90,9,1.0
91,0,0.99609375
91,1,0.99609375
91,2,0.9951171875
91,3,0.9970703125
91,4,0.9970703125
91,5,0.998046875
91,6,0.9970703125
91,7,0.9951171875
91,8,0.9931640625
91,9,0.9974489808082581
92,0,0.998046875
92,1,0.9970703125
92,2,0.99609375
92,3,0.994140625
92,4,0.99609375
92,5,0.99609375
92,6,0.9970703125
92,7,0.9970703125
92,8,0.99609375
92,9,0.9936224222183228
93,0,0.998046875
93,1,0.998046875
93,2,0.9931640625
93,3,0.99609375
93,4,0.9970703125
93,5,0.9970703125
93,6,0.99609375
93,7,0.9951171875
93,8,0.9951171875
93,9,0.9961734414100647
94,0,0.9951171875
94,1,0.99609375
94,2,0.99609375
94,3,0.9921875
94,4,0.998046875
94,5,0.9970703125
94,6,0.9970703125
94,7,0.9970703125
94,8,0.99609375
94,9,0.9974489808082581
95,0,0.9951171875
95,1,0.994140625
95,2,0.9951171875
95,3,0.9970703125
95,4,0.99609375
95,5,0.9990234375
95,6,0.9951171875
95,7,1.0
95,8,0.99609375
95,9,0.9936224222183228
96,0,0.99609375
96,1,0.99609375
96,2,0.9970703125
96,3,0.9970703125
96,4,0.998046875
96,5,0.998046875
96,6,0.994140625
96,7,0.994140625
96,8,0.99609375
96,9,0.9948979616165161
97,0,0.99609375
97,1,0.9990234375
97,2,0.998046875
97,3,0.9912109375
97,4,0.9970703125
97,5,0.998046875
97,6,0.9951171875
97,7,0.994140625
97,8,0.9970703125
97,9,0.9961734414100647
98,0,0.9951171875
98,1,0.9990234375
98,2,0.994140625
98,3,0.99609375
98,4,0.9970703125
98,5,0.998046875
98,6,0.9951171875
98,7,0.994140625
98,8,0.998046875
98,9,0.9948979616165161
99,0,0.99609375
99,1,0.9970703125
99,2,0.994140625
99,3,0.99609375
99,4,0.998046875
99,5,0.9951171875
99,6,0.99609375
99,7,0.9970703125
99,8,0.998046875
99,9,0.9936224222183228
100,0,0.99609375
100,1,0.99609375
100,2,0.994140625
100,3,0.9970703125
100,4,0.99609375
100,5,0.9970703125
100,6,0.9931640625
100,7,0.9990234375
100,8,0.9990234375
100,9,0.9936224222183228
